DOL Vehicle ID,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP
107571,2020,Tata Motors,ZS EV,Battery Electric Vehicle (BEV),Eligible,202,1336243
107572,2020,Ola Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,289,2947663
107573,2020,Ola Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,243,4295971
107574,2020,Ola Electric,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,187,3826529
107575,2020,Tata Motors,Nexon EV,Battery Electric Vehicle (BEV),Eligible,277,2699283
107576,2020,Ola Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,135,2754915
107577,2020,Ola Electric,Kona EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,122,2651339
107578,2020,BYD India,iQube,Battery Electric Vehicle (BEV),Eligible,308,1112232
107579,2020,MG Motor India,Nexon EV,Battery Electric Vehicle (BEV),Eligible,404,3103026
107580,2020,TVS Motor,Kona EV,Battery Electric Vehicle (BEV),Eligible,92,3128276
107581,2020,Ola Electric,Nexon EV,Battery Electric Vehicle (BEV),Eligible,375,3680077
107582,2020,BYD India,ZS EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,308,1005315
107583,2020,Mahindra Electric,XUV400,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,335,2392835
107584,2020,TVS Motor,S1 Pro,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,516,3153533
107585,2020,Ola Electric,450X,Battery Electric Vehicle (BEV),Eligible,408,972404
107586,2020,Ather Energy,ZS EV,Battery Electric Vehicle (BEV),Eligible,302,1750272
107587,2020,Tata Motors,Nexon EV,Battery Electric Vehicle (BEV),Eligible,469,2064912
107588,2020,TVS Motor,iQube,Battery Electric Vehicle (BEV),Eligible,84,2292010
107589,2020,Hyundai EV,S1 Pro,Battery Electric Vehicle (BEV),Eligible,139,3808364
107590,2020,Mahindra Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,488,4091491
107591,2020,TVS Motor,XUV400,Battery Electric Vehicle (BEV),Eligible,277,3167316
107592,2020,Ola Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,398,3188579
107593,2020,Tata Motors,S1 Pro,Battery Electric Vehicle (BEV),Eligible,423,4381722
107594,2020,Ather Energy,ZS EV,Battery Electric Vehicle (BEV),Eligible,232,2262575
107595,2020,Ather Energy,Atto 3,Battery Electric Vehicle (BEV),Eligible,466,2703718
107596,2020,MG Motor India,Nexon EV,Battery Electric Vehicle (BEV),Eligible,166,4337136
107597,2020,MG Motor India,Atto 3,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,178,4138968
107598,2020,BYD India,S1 Pro,Battery Electric Vehicle (BEV),Eligible,152,2010634
107599,2020,Mahindra Electric,Atto 3,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,443,1941797
107600,2020,Mahindra Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,144,2307793
107601,2020,Hyundai EV,ZS EV,Battery Electric Vehicle (BEV),Eligible,501,4143221
107602,2020,TVS Motor,Kona EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,103,3990808
107603,2020,MG Motor India,S1 Pro,Battery Electric Vehicle (BEV),Not Eligible,258,1187951
107604,2020,Mahindra Electric,S1 Pro,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,427,3093679
107605,2020,MG Motor India,Kona EV,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,412,3866102
107606,2020,MG Motor India,ZS EV,Battery Electric Vehicle (BEV),Eligible,146,2590116
107607,2020,Ola Electric,iQube,Battery Electric Vehicle (BEV),Eligible,435,3144069
107608,2020,Ather Energy,ZS EV,Battery Electric Vehicle (BEV),Eligible,478,2647265
107609,2020,Ola Electric,Nexon EV,Battery Electric Vehicle (BEV),Not Eligible,476,967644
107610,2020,Tata Motors,ZS EV,Battery Electric Vehicle (BEV),Eligible,431,1181532
107611,2020,MG Motor India,450X,Battery Electric Vehicle (BEV),Eligible,148,4350300
107612,2020,TVS Motor,XUV400,Battery Electric Vehicle (BEV),Eligible,471,2081783
107613,2020,BYD India,Atto 3,Battery Electric Vehicle (BEV),Eligible,295,3104153
107614,2020,Ather Energy,450X,Battery Electric Vehicle (BEV),Eligible,464,3130657
107615,2020,Tata Motors,Atto 3,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,342,2999291
107616,2020,MG Motor India,ZS EV,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,477,3916145
107617,2020,TVS Motor,Atto 3,Battery Electric Vehicle (BEV),Eligible,356,3201626
107618,2020,MG Motor India,ZS EV,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,292,2376035
107619,2020,Tata Motors,S1 Pro,Battery Electric Vehicle (BEV),Eligible,148,1251160
107620,2020,BYD India,450X,Battery Electric Vehicle (BEV),Eligible,200,2116308
107621,2020,Ola Electric,450X,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,410,2049276
107622,2020,Mahindra Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,174,4342717
107623,2020,Ola Electric,Nexon EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,444,1964591
107624,2020,BYD India,iQube,Battery Electric Vehicle (BEV),Eligible,127,1746331
107625,2020,BYD India,S1 Pro,Battery Electric Vehicle (BEV),Eligible,209,1349391
107626,2020,TVS Motor,Kona EV,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,423,1025251
107627,2020,Hyundai EV,Nexon EV,Battery Electric Vehicle (BEV),Eligible,247,1863836
107628,2020,MG Motor India,ZS EV,Battery Electric Vehicle (BEV),Eligible,204,2663388
107629,2020,MG Motor India,XUV400,Battery Electric Vehicle (BEV),Eligible,360,2242194
107630,2020,Hyundai EV,XUV400,Battery Electric Vehicle (BEV),Eligible,319,2822653
107631,2020,Ola Electric,450X,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,178,3458438
107632,2020,Tata Motors,Atto 3,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,500,2381698
107633,2020,Ather Energy,iQube,Battery Electric Vehicle (BEV),Eligible,356,3964449
107634,2020,Mahindra Electric,Kona EV,Battery Electric Vehicle (BEV),Eligible,390,3912604
107635,2020,BYD India,Atto 3,Battery Electric Vehicle (BEV),Eligible,457,3353914
107636,2020,Mahindra Electric,Atto 3,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,186,3833015
107637,2020,Hyundai EV,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,229,3083181
107638,2020,Mahindra Electric,Atto 3,Battery Electric Vehicle (BEV),Not Eligible,507,4397038
107639,2020,BYD India,Nexon EV,Battery Electric Vehicle (BEV),Not Eligible,371,1972505
107640,2020,Ola Electric,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,424,2511148
107641,2020,Hyundai EV,Atto 3,Battery Electric Vehicle (BEV),Eligible,507,2541694
107642,2020,Mahindra Electric,Kona EV,Battery Electric Vehicle (BEV),Not Eligible,220,2718881
107643,2020,Ather Energy,450X,Battery Electric Vehicle (BEV),Not Eligible,156,3184222
107644,2020,MG Motor India,XUV400,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,129,4272540
107645,2020,Ather Energy,Nexon EV,Battery Electric Vehicle (BEV),Not Eligible,299,1755591
107646,2020,BYD India,Atto 3,Battery Electric Vehicle (BEV),Eligible,397,3988206
107647,2020,Hyundai EV,ZS EV,Battery Electric Vehicle (BEV),Eligible,408,3908178
107648,2020,Tata Motors,Atto 3,Battery Electric Vehicle (BEV),Eligible,435,3426229
107649,2020,MG Motor India,Atto 3,Battery Electric Vehicle (BEV),Eligible,414,3182790
107650,2020,MG Motor India,Atto 3,Battery Electric Vehicle (BEV),Eligible,105,2199752
107651,2020,Ather Energy,Kona EV,Battery Electric Vehicle (BEV),Not Eligible,83,4043703
107652,2020,Ather Energy,XUV400,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,200,3670284
107653,2020,Tata Motors,iQube,Battery Electric Vehicle (BEV),Eligible,332,1101800
107654,2020,TVS Motor,Atto 3,Battery Electric Vehicle (BEV),Not Eligible,312,3868747
107655,2020,MG Motor India,Kona EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,340,1829764
107656,2020,Mahindra Electric,Nexon EV,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,178,2887567
107657,2020,Tata Motors,XUV400,Battery Electric Vehicle (BEV),Eligible,238,4330629
107658,2020,Ola Electric,Atto 3,Battery Electric Vehicle (BEV),Eligible,196,1179127
107659,2020,Ola Electric,450X,Battery Electric Vehicle (BEV),Eligible,290,2554339
107660,2020,BYD India,Kona EV,Battery Electric Vehicle (BEV),Eligible,109,1894672
107661,2020,Tata Motors,Nexon EV,Battery Electric Vehicle (BEV),Eligible,245,1024395
107662,2020,Tata Motors,Nexon EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,119,2789895
107663,2020,Ola Electric,iQube,Battery Electric Vehicle (BEV),Eligible,220,1454144
107664,2020,Hyundai EV,Kona EV,Battery Electric Vehicle (BEV),Eligible,433,1909106
107665,2020,Mahindra Electric,iQube,Battery Electric Vehicle (BEV),Not Eligible,134,1869020
107666,2020,Ather Energy,S1 Pro,Battery Electric Vehicle (BEV),Eligible,502,1988769
107667,2020,Ather Energy,Nexon EV,Battery Electric Vehicle (BEV),Eligible,420,2142923
107668,2020,MG Motor India,450X,Battery Electric Vehicle (BEV),Eligible,445,3492238
107669,2020,Hyundai EV,Kona EV,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,174,2396852
107670,2020,Tata Motors,Kona EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,160,4056156
107671,2020,MG Motor India,Atto 3,Battery Electric Vehicle (BEV),Not Eligible,291,2222263
107672,2020,BYD India,450X,Battery Electric Vehicle (BEV),Eligible,395,3781801
107673,2020,BYD India,iQube,Battery Electric Vehicle (BEV),Eligible,517,1671822
107674,2020,Ather Energy,XUV400,Battery Electric Vehicle (BEV),Eligible,291,3693294
107675,2020,BYD India,450X,Battery Electric Vehicle (BEV),Eligible,144,3510109
107676,2020,BYD India,S1 Pro,Battery Electric Vehicle (BEV),Eligible,87,3703069
107677,2020,Ola Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,329,2321551
107678,2020,Hyundai EV,450X,Battery Electric Vehicle (BEV),Eligible,125,1734049
107679,2020,Ather Energy,iQube,Battery Electric Vehicle (BEV),Eligible,272,4430843
107680,2020,BYD India,S1 Pro,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,466,919556
107681,2020,Tata Motors,iQube,Battery Electric Vehicle (BEV),Not Eligible,200,2519159
107682,2020,MG Motor India,XUV400,Battery Electric Vehicle (BEV),Not Eligible,326,3798603
107683,2020,Mahindra Electric,Kona EV,Battery Electric Vehicle (BEV),Eligible,475,3225623
107684,2020,Hyundai EV,Nexon EV,Battery Electric Vehicle (BEV),Eligible,197,2320505
107685,2020,MG Motor India,S1 Pro,Battery Electric Vehicle (BEV),Eligible,229,1312917
107686,2020,Ather Energy,Nexon EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,243,1085128
107687,2020,Hyundai EV,ZS EV,Battery Electric Vehicle (BEV),Eligible,264,3258987
107688,2020,Tata Motors,Atto 3,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,359,3825777
107689,2020,BYD India,Kona EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,107,2952288
107690,2020,BYD India,iQube,Battery Electric Vehicle (BEV),Eligible,170,1453607
107691,2020,Ola Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,340,2691035
107692,2020,MG Motor India,Atto 3,Battery Electric Vehicle (BEV),Not Eligible,444,1056236
107693,2020,MG Motor India,Atto 3,Battery Electric Vehicle (BEV),Eligible,466,4020588
107694,2020,BYD India,XUV400,Battery Electric Vehicle (BEV),Eligible,492,2039839
107695,2020,Tata Motors,ZS EV,Battery Electric Vehicle (BEV),Eligible,239,3535585
107696,2020,Ola Electric,Atto 3,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,123,1948457
107697,2020,MG Motor India,iQube,Battery Electric Vehicle (BEV),Eligible,236,4127620
107698,2020,BYD India,XUV400,Battery Electric Vehicle (BEV),Not Eligible,467,2938198
107699,2020,BYD India,Atto 3,Battery Electric Vehicle (BEV),Eligible,227,2292667
107700,2020,Mahindra Electric,Kona EV,Battery Electric Vehicle (BEV),Eligible,313,1317015
107701,2020,Ather Energy,S1 Pro,Battery Electric Vehicle (BEV),Not Eligible,338,4314772
107702,2020,BYD India,Kona EV,Battery Electric Vehicle (BEV),Eligible,83,4204066
107703,2020,Hyundai EV,XUV400,Battery Electric Vehicle (BEV),Eligible,218,4155758
107704,2020,Tata Motors,ZS EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,164,3598301
107705,2020,Ather Energy,iQube,Battery Electric Vehicle (BEV),Not Eligible,225,4188332
107706,2020,TVS Motor,Atto 3,Battery Electric Vehicle (BEV),Eligible,111,2390167
107707,2020,Ola Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,236,2560458
107708,2020,MG Motor India,Atto 3,Battery Electric Vehicle (BEV),Eligible,364,2936808
107709,2020,Mahindra Electric,Atto 3,Battery Electric Vehicle (BEV),Not Eligible,385,982836
107710,2020,Hyundai EV,XUV400,Battery Electric Vehicle (BEV),Not Eligible,341,2124933
107711,2020,Ola Electric,Nexon EV,Battery Electric Vehicle (BEV),Eligible,349,1898540
107712,2020,TVS Motor,XUV400,Battery Electric Vehicle (BEV),Eligible,102,4074638
107713,2020,Ola Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,379,3947986
107714,2020,Hyundai EV,Nexon EV,Battery Electric Vehicle (BEV),Eligible,165,3926588
107715,2020,MG Motor India,XUV400,Battery Electric Vehicle (BEV),Eligible,449,982859
107716,2020,BYD India,iQube,Battery Electric Vehicle (BEV),Eligible,429,4249826
107717,2020,Ola Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,348,1296357
107718,2020,Ather Energy,Atto 3,Battery Electric Vehicle (BEV),Eligible,153,3031280
107719,2020,TVS Motor,XUV400,Battery Electric Vehicle (BEV),Not Eligible,356,1379849
107720,2020,Ather Energy,450X,Battery Electric Vehicle (BEV),Eligible,481,1720711
107721,2020,Ather Energy,Atto 3,Battery Electric Vehicle (BEV),Eligible,412,4035216
107722,2020,MG Motor India,ZS EV,Battery Electric Vehicle (BEV),Eligible,235,3952133
107723,2020,Ola Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,419,1048072
107724,2020,TVS Motor,iQube,Battery Electric Vehicle (BEV),Eligible,404,3948447
107725,2020,Hyundai EV,ZS EV,Battery Electric Vehicle (BEV),Eligible,430,2240172
107726,2020,BYD India,450X,Battery Electric Vehicle (BEV),Eligible,333,1463703
107727,2020,Tata Motors,ZS EV,Battery Electric Vehicle (BEV),Eligible,435,3746703
107728,2020,TVS Motor,XUV400,Battery Electric Vehicle (BEV),Eligible,210,3803035
107729,2020,Tata Motors,iQube,Battery Electric Vehicle (BEV),Eligible,312,1735805
107730,2020,TVS Motor,iQube,Battery Electric Vehicle (BEV),Eligible,468,4155013
107731,2020,Tata Motors,450X,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,407,3271220
107732,2020,TVS Motor,iQube,Battery Electric Vehicle (BEV),Not Eligible,102,1081691
107733,2020,Hyundai EV,S1 Pro,Battery Electric Vehicle (BEV),Eligible,258,1209665
107734,2020,TVS Motor,XUV400,Battery Electric Vehicle (BEV),Not Eligible,114,2544542
107735,2020,TVS Motor,450X,Battery Electric Vehicle (BEV),Eligible,475,2504584
107736,2020,Mahindra Electric,Atto 3,Battery Electric Vehicle (BEV),Eligible,419,1801299
107737,2020,Ather Energy,iQube,Battery Electric Vehicle (BEV),Eligible,132,4148796
107738,2020,Hyundai EV,Kona EV,Battery Electric Vehicle (BEV),Eligible,198,2223366
107739,2020,BYD India,iQube,Battery Electric Vehicle (BEV),Eligible,176,2156825
107740,2020,BYD India,S1 Pro,Battery Electric Vehicle (BEV),Not Eligible,236,2824202
107741,2020,Tata Motors,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,428,3340120
107742,2020,TVS Motor,ZS EV,Battery Electric Vehicle (BEV),Eligible,309,2082218
107743,2020,BYD India,ZS EV,Battery Electric Vehicle (BEV),Eligible,141,2498422
107744,2020,Ather Energy,Atto 3,Battery Electric Vehicle (BEV),Eligible,91,3163910
107745,2020,Ola Electric,S1 Pro,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,510,1640823
107746,2020,MG Motor India,iQube,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,154,1328842
107747,2020,Tata Motors,XUV400,Battery Electric Vehicle (BEV),Eligible,153,1508122
107748,2020,BYD India,S1 Pro,Battery Electric Vehicle (BEV),Eligible,334,4428021
107749,2020,Mahindra Electric,Atto 3,Battery Electric Vehicle (BEV),Not Eligible,83,1062258
107750,2020,Hyundai EV,Kona EV,Battery Electric Vehicle (BEV),Not Eligible,333,3361298
107751,2020,Hyundai EV,Kona EV,Battery Electric Vehicle (BEV),Eligible,122,1385980
107752,2020,Ather Energy,S1 Pro,Battery Electric Vehicle (BEV),Eligible,237,3786533
107753,2020,BYD India,Kona EV,Battery Electric Vehicle (BEV),Eligible,174,3106789
107754,2020,Hyundai EV,iQube,Battery Electric Vehicle (BEV),Eligible,384,3396575
107755,2020,BYD India,iQube,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,319,2173334
107756,2020,Hyundai EV,iQube,Battery Electric Vehicle (BEV),Not Eligible,187,2893534
107757,2020,BYD India,Nexon EV,Battery Electric Vehicle (BEV),Eligible,510,1459659
107758,2020,Hyundai EV,XUV400,Battery Electric Vehicle (BEV),Eligible,410,3083763
107759,2020,Ather Energy,XUV400,Battery Electric Vehicle (BEV),Eligible,343,3083922
107760,2020,Ola Electric,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,374,3195687
107761,2020,Tata Motors,450X,Battery Electric Vehicle (BEV),Eligible,281,3939146
107762,2020,BYD India,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,276,2450595
107763,2020,Mahindra Electric,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,201,1048212
107764,2020,TVS Motor,Nexon EV,Battery Electric Vehicle (BEV),Eligible,396,1819915
107765,2020,Mahindra Electric,S1 Pro,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,175,1271695
107766,2020,Ather Energy,Kona EV,Battery Electric Vehicle (BEV),Not Eligible,178,1935324
107767,2020,Ather Energy,XUV400,Battery Electric Vehicle (BEV),Not Eligible,407,3796518
107768,2020,Ola Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,310,2328252
107769,2020,TVS Motor,Atto 3,Battery Electric Vehicle (BEV),Eligible,356,3347968
107770,2020,Hyundai EV,Atto 3,Battery Electric Vehicle (BEV),Eligible,368,1775470
107771,2020,Ather Energy,Kona EV,Battery Electric Vehicle (BEV),Eligible,128,2824396
107772,2020,Ola Electric,iQube,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,475,2624156
107773,2020,Tata Motors,ZS EV,Battery Electric Vehicle (BEV),Eligible,361,2694720
107774,2020,Hyundai EV,iQube,Battery Electric Vehicle (BEV),Eligible,473,3680703
107775,2020,BYD India,Atto 3,Battery Electric Vehicle (BEV),Eligible,91,2472860
107776,2020,TVS Motor,Kona EV,Battery Electric Vehicle (BEV),Not Eligible,159,3339592
107777,2020,Ola Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,493,1887395
107778,2020,Ola Electric,iQube,Battery Electric Vehicle (BEV),Eligible,279,1282651
107779,2020,Tata Motors,iQube,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,219,2776134
107780,2020,Mahindra Electric,450X,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,164,3965648
107781,2020,BYD India,Nexon EV,Battery Electric Vehicle (BEV),Eligible,380,2776938
107782,2020,Hyundai EV,Atto 3,Battery Electric Vehicle (BEV),Not Eligible,245,4122841
107783,2020,Mahindra Electric,iQube,Battery Electric Vehicle (BEV),Not Eligible,258,2270245
107784,2020,Tata Motors,Kona EV,Battery Electric Vehicle (BEV),Eligible,215,3571905
107785,2020,Mahindra Electric,Nexon EV,Battery Electric Vehicle (BEV),Eligible,249,2217650
107786,2020,Ola Electric,Atto 3,Battery Electric Vehicle (BEV),Eligible,419,1959687
107787,2020,Ather Energy,iQube,Battery Electric Vehicle (BEV),Eligible,80,1034504
107788,2020,Hyundai EV,450X,Battery Electric Vehicle (BEV),Not Eligible,405,2961564
107789,2020,TVS Motor,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,278,2371778
107790,2020,Ather Energy,Nexon EV,Battery Electric Vehicle (BEV),Eligible,464,2372872
107791,2020,BYD India,Atto 3,Battery Electric Vehicle (BEV),Eligible,519,3465079
107792,2020,Mahindra Electric,Nexon EV,Battery Electric Vehicle (BEV),Eligible,99,4077757
107793,2020,TVS Motor,ZS EV,Battery Electric Vehicle (BEV),Eligible,332,2605565
107794,2020,MG Motor India,S1 Pro,Battery Electric Vehicle (BEV),Eligible,211,3043748
107795,2020,BYD India,Atto 3,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,236,2209683
107796,2020,BYD India,Nexon EV,Battery Electric Vehicle (BEV),Eligible,479,1652058
107797,2020,Tata Motors,450X,Battery Electric Vehicle (BEV),Eligible,500,1436325
107798,2020,Mahindra Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,440,1865962
107799,2020,MG Motor India,S1 Pro,Battery Electric Vehicle (BEV),Eligible,381,2753539
107800,2020,Ola Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,315,3609724
107801,2020,Mahindra Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,93,3439498
